,from,highway,lanes,length,maxspeed,name,oneway,osmid,to,capacity,geometry
65,5012578128,secondary,4,362.08899999999994,50,??? Queensway,1,"[242113666, 244316518, 250559825, 244317181, 244316541]",165997863,700,"LINESTRING (114.1630797 22.2792267, 114.1632718 22.2790914, 114.1634855 22.2789315, 114.1636319 22.2788352, 114.1637483 22.2787747, 114.1637884 22.2787562, 114.1639138 22.2786896, 114.1640791 22.2786141, 114.1641975 22.2785625, 114.1643654 22.278494, 114.1644551 22.2784635, 114.1646063 22.2784172, 114.164748 22.2783811, 114.1650099 22.2783167, 114.165066 22.2783011, 114.1651813 22.2782753, 114.1654124 22.278234, 114.1656047 22.2782093, 114.165939 22.2781652, 114.1663182 22.278107)"
66,165997979,secondary,4,34.093999999999994,50,??? Queensway,1,771244188,508018737,700,"LINESTRING (114.166963 22.2780496, 114.1671344 22.2780251, 114.1672897 22.2779986)"
67,288373551,secondary_link,1,42.623,50,??? Justice Drive,1,"[741593491, 26434815]",165997979,700,"LINESTRING (114.1668466 22.2783584, 114.1668116 22.2782701, 114.1668103 22.2782378, 114.1668089 22.2782055, 114.1668233 22.278146, 114.1668754 22.2780928, 114.166963 22.2780496)"
68,1002550816,secondary,2,12.592,50,???? Fleming Road,0,88008364,165999009,700,"LINESTRING (114.1747746 22.2777182, 114.1747606 22.2778307)"
69,1025308469,secondary,2,140.418,50,???? Fleming Road,0,"[87148773, 16281897, 454449770, 302358889, 87148763]",165999009,700,"LINESTRING (114.1745931 22.2790839, 114.1746563 22.2786227, 114.1746701 22.2785257, 114.1746759 22.2784846, 114.1746863 22.2783892, 114.1746949 22.278315, 114.1747049 22.2782381, 114.1747452 22.277953, 114.1747606 22.2778307)"
70,165999009,secondary,3,523.651,50,???? Hennessy Road,1,"[88008392, 722645937, 882796883, 26469077, 722959263]",281676216,700,"LINESTRING (114.1747606 22.2778307, 114.1753686 22.2778923, 114.1760846 22.2779648, 114.1766255 22.2780195, 114.1768129 22.2780385, 114.1770768 22.2781007, 114.1779224 22.2783527, 114.1780274 22.2783843, 114.1787879 22.2785991, 114.1789166 22.2786375, 114.1794798 22.278804, 114.1795099 22.2788135, 114.1796987 22.2788749)"
71,1618530651,secondary,2,652.196,50,???? Hennessy Road,1,"[453539552, 493762985, 250560618, 88008435, 59876183, 251355775]",165999009,700,"LINESTRING (114.1684571 22.277883, 114.1685885 22.2778691, 114.1687863 22.2778504, 114.1689321 22.277836, 114.1691813 22.2778113, 114.169372 22.2777925, 114.1701791 22.2777126, 114.1702712 22.2777035, 114.1703506 22.2777004, 114.171464 22.2776027, 114.1716218 22.2775889, 114.1718326 22.2775705, 114.1721204 22.2775526, 114.1721553 22.277553, 114.1729736 22.2776403, 114.1731993 22.2776648, 114.1733684 22.2776832, 114.1737497 22.2777236, 114.174163 22.2777678, 114.1746244 22.2778183, 114.174714 22.2778264, 114.1747606 22.2778307)"
72,166091633,secondary,1,58.883,50,??? Cotton Tree Drive,1,16281873,5012578128,700,"LINESTRING (114.1630554 22.2796962, 114.1629849 22.279603, 114.1629606 22.2795566, 114.1629471 22.2795124, 114.1629452 22.2794753, 114.1629556 22.2794234, 114.162988 22.2793575, 114.1630297 22.2792938, 114.1630797 22.2792267)"
73,166091633,secondary_link,1,37.032000000000004,50,??? Cotton Tree Drive,1,16281874,279084958,700,"LINESTRING (114.1630554 22.2796962, 114.1629898 22.2796507, 114.1629563 22.2796366, 114.1629242 22.2796351, 114.1628946 22.2796419, 114.1628647 22.2796573, 114.1628475 22.2796768, 114.1628333 22.2797022, 114.1628313 22.2797307, 114.1628387 22.2797814)"
74,2496629924,secondary,3,79.90400000000001,50,??? Cotton Tree Drive,1,"[246660552, 88822724]",166091633,700,"LINESTRING (114.1635505 22.2802491, 114.1634259 22.2801215, 114.1632848 22.2799741, 114.16318 22.2798468, 114.1630554 22.2796962)"
75,166091692,secondary,5,478.435,50,"[""????? Queen's Road Central"", '??? Queensway']",1,"[84575432, 32592532, 882502501, 675533247]",1615603902,700,"LINESTRING (114.1608871 22.2798741, 114.1607943 22.2799097, 114.1607313 22.2799333, 114.1606708 22.2799489, 114.1605228 22.2799629, 114.1604818 22.2799668, 114.1603652 22.2799656, 114.1602123 22.2799519, 114.1598663 22.2799048, 114.1598434 22.2799015, 114.159763 22.2798899, 114.159645 22.2798725, 114.1595203 22.2798576, 114.1594572 22.2798601, 114.1593768 22.2798688, 114.1592963 22.2798862, 114.1591327 22.2799234, 114.1582221 22.2801517, 114.1581403 22.2801728, 114.1580424 22.2802076, 114.1579422 22.2802499, 114.1578841 22.2802858, 114.1578155 22.2803385, 114.1577612 22.2803838, 114.157589 22.2805642, 114.1572556 22.2809389, 114.1569468 22.281304, 114.1568844 22.2813792)"
76,279084608,secondary_link,2,87.838,50,??? Garden Road,1,131023324,166091692,700,"LINESTRING (114.1608019 22.2791959, 114.1610049 22.2794743, 114.1610527 22.2796096, 114.1610434 22.2796722, 114.1610177 22.2797123, 114.1608871 22.2798741)"
77,988470348,secondary,6,71.318,50,??? Queensway,1,242113669,166091692,700,"LINESTRING (114.1615667 22.2797488, 114.1615241 22.2797578, 114.1613928 22.2797869, 114.1613132 22.2798003, 114.161071 22.279841, 114.1608871 22.2798741)"
78,232200869,motorway_link,2,203.78500000000003,50,,1,26304453,525449212,2000,"LINESTRING (114.14072 22.290348, 114.14081 22.290397, 114.14089 22.29043, 114.14097 22.290454, 114.141049 22.290471, 114.141149 22.290484, 114.14125 22.290489, 114.14137 22.29048, 114.14148 22.29046, 114.1417 22.2904, 114.14212 22.29013, 114.14246 22.28986)"
79,288177038,motorway_link,2,297.887,50,,1,26305750,232200869,2000,"LINESTRING (114.1386796 22.2884789, 114.13944 22.28903, 114.13961 22.28915, 114.139765 22.28928, 114.13988 22.289398, 114.139998 22.28953, 114.1401 22.28966, 114.14033 22.28998, 114.140398 22.290068, 114.14047 22.290149, 114.140557 22.290228, 114.140655 22.290304, 114.14072 22.290348)"
80,1034004752,motorway_link,1,450.66400000000004,50,,1,"[445174762, 89141596, 89141614]",232200869,2000,"LINESTRING (114.1374811 22.2879127, 114.13838 22.28819, 114.138829 22.288368, 114.13896 22.28842, 114.13912 22.288485, 114.13929 22.28857, 114.13943 22.288655, 114.139563 22.288747, 114.139688 22.288851, 114.13976 22.28892, 114.139825 22.28899, 114.139939 22.289131, 114.140041 22.28929, 114.140103 22.2894, 114.140252 22.2897, 114.140369 22.2899, 114.140497 22.290094, 114.140605 22.290245, 114.140658 22.2903, 114.14072 22.290348)"
81,5090469981,secondary,3,9.485,50,???? Kennedy Road,0,522707209,232216521,700,"LINESTRING (114.1753313 22.2745503, 114.1753313 22.274465)"
82,5179288734,secondary,3,2495.488999999999,50,???? Kennedy Road,0,"[23746592, 666136215, 866232114, 493955122, 84832502, 908034007]",232216521,700,"LINESTRING (114.1578513 22.2763704, 114.1579236 22.2763424, 114.1580078 22.2763056, 114.1581812 22.2762463, 114.1582962 22.2762201, 114.1584239 22.2762173, 114.1585726 22.2762276, 114.1591757 22.2762937, 114.1592584 22.276305, 114.1594988 22.2763283, 114.1595949 22.2763292, 114.159637 22.2763312, 114.1596916 22.276333, 114.1598062 22.2763312, 114.1601839 22.2762756, 114.1602507 22.2762476, 114.1608834 22.2758797, 114.1610244 22.2758588, 114.1611492 22.2758538, 114.1615131 22.2759639, 114.1616191 22.2760304, 114.1617089 22.2760974, 114.161813 22.2761756, 114.161902 22.27631, 114.16206 22.276652, 114.162091 22.276709, 114.16213 22.276761, 114.16216 22.276791, 114.16221 22.276829, 114.16266 22.27707, 114.16271 22.277088, 114.16276 22.277095, 114.16281 22.277092, 114.16287 22.277083, 114.163032 22.277028, 114.16318 22.276972, 114.16322 22.276952, 114.163258 22.276929, 114.163285 22.276905, 114.163305 22.276873, 114.163318 22.27682, 114.16332 22.27677, 114.163298 22.27659, 114.1632899 22.2765587, 114.163241 22.27637, 114.1632319 22.2762114, 114.163268 22.276014, 114.1633008 22.2759397, 114.1633616 22.2758827, 114.1635855 22.2757667, 114.1638077 22.2756917, 114.1642403 22.2755916, 114.1644811 22.2755127, 114.1646492 22.2754181, 114.1647413 22.2753477, 114.1648131 22.2752476, 114.1649702 22.2749021, 114.1650665 22.274691, 114.165162 22.2745542, 114.1652541 22.2744815, 114.1653251 22.2744455, 114.1654171 22.2744346, 114.1654588 22.2744421, 114.16578 22.2745, 114.165829 22.274513, 114.16588 22.27454, 114.16591 22.27457, 114.165932 22.27462, 114.165942 22.27467, 114.166003 22.2753, 114.166017 22.27537, 114.166051 22.27546, 114.1661 22.27554, 114.166162 22.27561, 114.16629 22.2757, 114.16641 22.27575, 114.16653 22.275759, 114.1666878 22.2757472, 114.1668551 22.2756737, 114.1669548 22.2755932, 114.1669936 22.2755504, 114.1671012 22.2754255, 114.1671663 22.2753477, 114.1675054 22.2750189, 114.1675935 22.2749638, 114.1677067 22.2749255, 114.1677844 22.2749146, 114.1678689 22.2749201, 114.1679551 22.2749404, 114.1680514 22.2749646, 114.1681536 22.2749771, 114.1682322 22.2749795, 114.1683082 22.2749693, 114.1695978 22.2743875, 114.1697901 22.2743024, 114.1698762 22.2742899, 114.1700106 22.2742985, 114.1700899 22.2743162, 114.1701367 22.2743391, 114.1701774 22.2743658, 114.1702336 22.2744088, 114.1703281 22.2744922, 114.1704159 22.2745755, 114.1704434 22.2745958, 114.170474 22.2746112, 114.1705079 22.2746244, 114.1705414 22.2746327, 114.1705719 22.2746379, 114.1706057 22.2746402, 114.1706417 22.2746386, 114.1706734 22.2746315, 114.170711 22.2746175, 114.1708801 22.2745404, 114.171064 22.274421, 114.1711251 22.2743552, 114.1711631 22.2742957, 114.1711821 22.2742561, 114.171287 22.2739653, 114.1713041 22.2739242, 114.1713265 22.2738831, 114.1713555 22.2738388, 114.1713977 22.2737872, 114.1714574 22.2737211, 114.171527 22.2736511, 114.1715706 22.2736191, 114.1716009 22.2736008, 114.1716344 22.2735843, 114.1716676 22.2735712, 114.1717701 22.2735437, 114.1718112 22.273537, 114.1718619 22.2735329, 114.1719363 22.2735341, 114.1720004 22.2735445, 114.1720867 22.2735734, 114.1721004 22.2735789, 114.1722405 22.2736419, 114.1723248 22.2736544, 114.1724472 22.2736737, 114.1726133 22.273656, 114.1726271 22.2736563, 114.1727463 22.2736263, 114.1727841 22.2736099, 114.1729173 22.2735581, 114.1730368 22.2734738, 114.1731125 22.2733869, 114.1731607 22.2733175, 114.1732197 22.2732165, 114.1732183 22.2731823, 114.1732022 22.272975, 114.1732224 22.2728658, 114.1732921 22.272754, 114.1733672 22.2726858, 114.1734289 22.2726523, 114.1734838 22.2726324, 114.173571 22.2726138, 114.1736237 22.2726173, 114.1739157 22.2726424, 114.1739631 22.2726583, 114.1743022 22.2727628, 114.1747914 22.2731338, 114.1750377 22.2733781, 114.1751813 22.2736555, 114.175277 22.2741852, 114.1753313 22.274465)"
83,232216521,secondary,2,19.583,50,????? Queen's Road East,1,522707210,5090469984,700,"LINESTRING (114.1753313 22.274465, 114.175252 22.2744353, 114.1751475 22.2744284)"
84,2285675770,secondary,2,271.4959999999999,50,????? Queen's Road East,1,"[219404696, 522707208]",232216521,700,"LINESTRING (114.1777911 22.2750356, 114.1775423 22.2750944, 114.1774012 22.2751124, 114.1772365 22.2751139, 114.1768548 22.2750353, 114.1765845 22.2749739, 114.176232 22.2748938, 114.1759663 22.2748408, 114.1758368 22.2748061, 114.1757228 22.2747627, 114.1755927 22.2746926, 114.1754901 22.2746286, 114.1754223 22.2745684, 114.1753313 22.274465)"
85,232221477,secondary,1,11.4,50,???? Stubbs Road,1,148784078,2285675771,700,"LINESTRING (114.1779126 22.2751103, 114.1778804 22.2750122)"
86,232221477,secondary,3,110.756,50,????? Queen's Road East,1,"[771208552, 88377370]",292204233,700,"LINESTRING (114.1779126 22.2751103, 114.1779798 22.2750919, 114.1780686 22.2750801, 114.1786022 22.2749057, 114.1789398 22.2748179)"
87,5090446026,secondary,2,9.22,50,????? Queen's Road East,1,522703629,232221477,700,"LINESTRING (114.1778277 22.2751368, 114.1779126 22.2751103)"
88,232221479,secondary,2,76.00800000000001,50,???? Stubbs Road,1,219404698,2285675770,700,"LINESTRING (114.1775284 22.2744021, 114.1775917 22.2744952, 114.1776144 22.2745263, 114.1776386 22.2745685, 114.1777394 22.2749044, 114.1777911 22.2750356)"
89,2688575200,secondary,2,551.6610000000001,50,???? Stubbs Road,0,219404699,232221479,700,"LINESTRING (114.1781811 22.2708703, 114.17815 22.27095, 114.17813 22.27105, 114.178127 22.27115, 114.178138 22.27125, 114.178161 22.27136, 114.17831 22.27177, 114.178319 22.2718251, 114.1783139 22.2718806, 114.1782951 22.2719336, 114.1782637 22.2719811, 114.1782212 22.2720206, 114.17817 22.27205, 114.1773004 22.2725006, 114.1772549 22.2725331, 114.1772177 22.2725736, 114.1771903 22.2726204, 114.1771739 22.2726713, 114.1771693 22.2727243, 114.1771766 22.2727771, 114.1771955 22.2728273, 114.1772253 22.2728728, 114.1774412 22.2731224, 114.1774804 22.2732047, 114.1774868 22.2732944, 114.1774755 22.2733447, 114.1774536 22.2733919, 114.177422 22.2734343, 114.1773821 22.27347, 114.1773354 22.2734978, 114.1772836 22.2735165, 114.1771561 22.2735292, 114.177015 22.2735423, 114.1769226 22.2735926, 114.1768523 22.2736676, 114.1768115 22.2737595, 114.1768065 22.2738735, 114.1768468 22.2739814, 114.1769269 22.2740683, 114.1770356 22.2741221, 114.1774819 22.2743726, 114.1775284 22.2744021)"
90,2285675771,secondary,2,80.85,50,???? Stubbs Road,1,232499461,232221479,700,"LINESTRING (114.1778804 22.2750122, 114.1778323 22.274879, 114.1777231 22.2745424, 114.1776989 22.2745039, 114.1776493 22.2744555, 114.1775284 22.2744021)"
91,232221594,secondary,3,15.419,50,???? Stubbs Road,0,"[245425640, 574541231]",232221586,700,"LINESTRING (114.1843803 22.2660794, 114.1843381 22.2661292, 114.1842752 22.2661771)"
92,2688581881,secondary,2,929.4160000000003,50,???? Stubbs Road,0,"[493929828, 263239837, 493971223]",232221586,700,"LINESTRING (114.178499 22.27, 114.178502 22.2699, 114.178515 22.2698, 114.178538 22.2697, 114.178568 22.2696, 114.178604 22.2695, 114.17865 22.2694, 114.17871 22.2693, 114.1787981 22.2692024, 114.1789062 22.269111, 114.1789863 22.2690508, 114.1790688 22.2690078, 114.1792938 22.2689076, 114.1794367 22.2688338, 114.1795359 22.2687938, 114.1796277 22.2687616, 114.1796597 22.2687499, 114.1797277 22.268725, 114.1798404 22.2687056, 114.1799171 22.2687013, 114.1800484 22.268711, 114.1801739 22.2687465, 114.1802575 22.2687895, 114.1803144 22.2688315, 114.1803528 22.2688723, 114.1803993 22.2689196, 114.180469 22.2689895, 114.180551 22.26907, 114.180578 22.2691, 114.1806 22.26912, 114.18063 22.26914, 114.180658 22.269152, 114.18071 22.269169, 114.18075 22.269177, 114.18078 22.26918, 114.18081 22.269179, 114.18086 22.26917, 114.18092 22.269152, 114.180965 22.26913, 114.18116 22.268969, 114.18121 22.268938, 114.18125 22.26892, 114.18156 22.26886, 114.18162 22.26884, 114.18166 22.26882, 114.181684 22.268804, 114.181712 22.26878, 114.18173 22.26876, 114.181743 22.26874, 114.181888 22.2684314, 114.1819262 22.2683792, 114.1819502 22.268355, 114.1820442 22.2682635, 114.182095 22.2681936, 114.1821328 22.2681309, 114.1821628 22.2680417, 114.1821758 22.2679501, 114.1821771 22.2678452, 114.182168 22.267756, 114.1821393 22.2676403, 114.1820481 22.2674089, 114.1819869 22.2672618, 114.1819661 22.267175, 114.18197 22.2670955, 114.1819778 22.2670243, 114.1820312 22.2668688, 114.1820668 22.2667788, 114.1821464 22.2666746, 114.1823128 22.2665483, 114.1825045 22.2664611, 114.1827877 22.2663739, 114.1830341 22.2663336, 114.1831916 22.266303, 114.1835684 22.2662863, 114.1838771 22.2662932, 114.1840443 22.2662892, 114.1841411 22.2662617, 114.1842188 22.2662183, 114.1842752 22.2661771)"
93,1974692376,secondary,1,232.404,50,???? Stubbs Road,1,92422263,232221586,700,"LINESTRING (114.1847689 22.2641697, 114.1847196 22.264341, 114.1846864 22.2645159, 114.1846713 22.2646486, 114.1846606 22.2648037, 114.1846633 22.2650594, 114.1846606 22.2652257, 114.1846465 22.2653119, 114.1846247 22.2653924, 114.1845627 22.2655446, 114.184484 22.2656882, 114.1843897 22.2658711, 114.1842999 22.2660336, 114.1842752 22.2661771)"
94,232221594,secondary,1,227.421,50,???? Stubbs Road,1,"[92422288, 574541228]",1974692376,700,"LINESTRING (114.1843803 22.2660794, 114.1844796 22.2660287, 114.1845493 22.265917, 114.1846123 22.2657941, 114.1847518 22.2654851, 114.1848095 22.2653485, 114.184846 22.2652222, 114.1848616 22.2651632, 114.184876 22.2651041, 114.184876 22.2650161, 114.1848747 22.2649028, 114.1848655 22.2647847, 114.1848564 22.2646689, 114.1848296 22.2645455, 114.1848153 22.2644519, 114.1847689 22.2641697)"
95,239989632,secondary,2,553.3110000000001,50,,0,"[574541226, 574541225, 574541234, 28439023]",232221594,700,"LINESTRING (114.1874865 22.2624801, 114.1872677 22.2625178, 114.1871377 22.2625716, 114.1870381 22.2626279, 114.1867098 22.2628762, 114.1864604 22.2630525, 114.186337 22.2631294, 114.1861925 22.2632118, 114.18549 22.26358, 114.18535 22.26367, 114.185228 22.263769, 114.185166 22.26383, 114.185108 22.263898, 114.185 22.26405, 114.184896 22.264237, 114.184858 22.264313, 114.18482 22.2644, 114.184792 22.26449, 114.184769 22.26459, 114.184757 22.264669, 114.18475 22.26475, 114.1847491 22.264826, 114.1847612 22.2651078, 114.1847552 22.2652313, 114.1847377 22.2653181, 114.1847076 22.2653951, 114.1844636 22.2659088, 114.1844098 22.2660057, 114.1843803 22.2660794)"
96,235220025,secondary,3,20.303,50,???? Connaught Road Central,1,245423302,4869996051,700,"LINESTRING (114.158535 22.2829877, 114.1587001 22.2828877)"
97,235220025,secondary,4,45.43300000000001,50,???? Connaught Place,1,32511896,566138764,700,"LINESTRING (114.158535 22.2829877, 114.1586088 22.2830894, 114.1586585 22.2831566, 114.1587721 22.2833322)"
98,984409307,secondary,3,49.87,50,???? Connaught Road Central,1,248048505,235220025,700,"LINESTRING (114.1581503 22.2832603, 114.1584472 22.2830443, 114.158535 22.2829877)"
99,4869996046,secondary,3,23.036,50,??? Pedder Street,1,690764870,235220025,700,"LINESTRING (114.1584164 22.282812, 114.1584916 22.2829219, 114.158535 22.2829877)"
100,239978277,secondary,2,2408.3889999999997,50,??? Tai Tam Road,0,"[686592939, 497873102]",239978228,700,"LINESTRING (114.2333119 22.2709558, 114.2332098 22.27091, 114.2331561 22.2708732, 114.2331187 22.2708203, 114.2330813 22.2707425, 114.233069 22.2706669, 114.2330627 22.270601, 114.233065 22.2705199, 114.233083 22.2702899, 114.2330954 22.2702087, 114.23311 22.2701, 114.2331191 22.2700547, 114.23313 22.27, 114.233139 22.2699, 114.233139 22.2698, 114.233129 22.2697, 114.23307 22.26946, 114.2330473 22.2694224, 114.23278 22.26898, 114.2327459 22.2689358, 114.2323009 22.2684021, 114.2322183 22.2682198, 114.232192 22.2680167, 114.2321812 22.2676059, 114.2322174 22.2671975, 114.2322323 22.2670694, 114.2322259 22.2669768, 114.2322122 22.2668926, 114.2319967 22.2664468, 114.2319316 22.2663331, 114.2319097 22.2662638, 114.2316714 22.265596, 114.2315422 22.2653353, 114.2311856 22.2647994, 114.2308295 22.26426, 114.230695 22.2640592, 114.2303548 22.2635011, 114.2301895 22.26323, 114.2299855 22.2629029, 114.2297955 22.2626457, 114.2296695 22.26255, 114.2288961 22.2622564, 114.2281957 22.2620232, 114.2278823 22.2620067, 114.2274969 22.2620747, 114.2271887 22.2622862, 114.2268777 22.262657, 114.2265812 22.2630105, 114.226423 22.26314, 114.226311 22.263183, 114.22623 22.2632, 114.226141 22.263207, 114.226085 22.263205, 114.225758 22.263178, 114.22563 22.263152, 114.22553 22.263111, 114.225473 22.26307, 114.22542 22.263, 114.225392 22.262938, 114.225383 22.262865, 114.225388 22.262814, 114.225403 22.26276, 114.225428 22.262697, 114.22546 22.26264, 114.225675 22.26234, 114.225708 22.262287, 114.225736 22.26223, 114.225755 22.262164, 114.22576 22.2621, 114.225758 22.262058, 114.225751 22.262014, 114.22574 22.261975, 114.225721 22.26193, 114.22562 22.261745, 114.225602 22.261705, 114.225575 22.261612, 114.2255485 22.2615006, 114.2255244 22.2613208, 114.2255264 22.2613026, 114.2256848 22.2598732, 114.2256853 22.2598473, 114.2257004 22.2590986, 114.2257056 22.2587581, 114.225707 22.2586703, 114.2256867 22.2585317, 114.2256721 22.2584759, 114.225647 22.2583796, 114.2256052 22.2582629, 114.2255918 22.2581822, 114.2256012 22.2580773, 114.2256649 22.2579693, 114.2257594 22.2579079, 114.2258386 22.2578818, 114.2260384 22.2578775, 114.2262805 22.2578899, 114.2263998 22.2578935, 114.2265721 22.2578986, 114.2267583 22.2578854, 114.2271258 22.2578336, 114.227559 22.2577541, 114.2279474 22.2576532, 114.22803 22.2576311, 114.2280611 22.2576138, 114.2280863 22.2575966, 114.2281263 22.2575558, 114.2281624 22.2575068, 114.2281867 22.2574438)"
